county,republican,democrat,state,year
Autauga,"19,838","7,503",Alabama,2020
Baldwin,"83,544","24,578",Alabama,2020
Barbour,"5,622","4,816",Alabama,2020
Bibb,"7,525","1,986",Alabama,2020
Blount,"24,711","2,640",Alabama,2020
Bullock,"1,146","3,446",Alabama,2020
Butler,"5,458","3,965",Alabama,2020
Calhoun,"35,101","15,216",Alabama,2020
Chambers,"8,753","6,365",Alabama,2020
Cherokee,"10,583","1,624",Alabama,2020
Chilton,"16,085","3,073",Alabama,2020
Choctaw,"4,296","3,127",Alabama,2020
Clarke,"7,324","5,755",Alabama,2020
Clay,"5,601","1,267",Alabama,2020
Cleburne,"6,484",675,Alabama,2020
Coffee,"16,899","5,076",Alabama,2020
Colbert,"19,203","8,343",Alabama,2020
Conecuh,"3,442","2,966",Alabama,2020
Coosa,"3,631","1,796",Alabama,2020
Covington,"14,586","2,721",Alabama,2020
Crenshaw,"4,864","1,700",Alabama,2020
Cullman,"36,880","4,478",Alabama,2020
Dale,"14,303","5,170",Alabama,2020
Dallas,"5,524","12,230",Alabama,2020
DeKalb,"24,767","4,281",Alabama,2020
Elmore,"30,164","10,367",Alabama,2020
Escambia,"10,869","4,918",Alabama,2020
Etowah,"35,528","11,567",Alabama,2020
Fayette,"7,300","1,395",Alabama,2020
Franklin,"10,376","2,086",Alabama,2020
Geneva,"10,848","1,595",Alabama,2020
Greene,875,"3,884",Alabama,2020
Hale,"3,192","4,663",Alabama,2020
Henry,"6,607","2,606",Alabama,2020
Houston,"32,618","12,917",Alabama,2020
Jackson,"19,670","3,717",Alabama,2020
Jefferson,"138,843","181,688",Alabama,2020
Lamar,"6,174",978,Alabama,2020
Lauderdale,"31,721","11,915",Alabama,2020
Lawrence,"12,322","3,562",Alabama,2020
Lee,"42,221","27,860",Alabama,2020
Limestone,"34,640","13,672",Alabama,2020
Lowndes,"1,836","4,972",Alabama,2020
Macon,"1,541","7,108",Alabama,2020
Madison,"102,780","87,286",Alabama,2020
Marengo,"5,343","5,488",Alabama,2020
Marion,"12,205","1,463",Alabama,2020
Marshall,"33,191","5,943",Alabama,2020
Mobile,"101,243","79,474",Alabama,2020
Monroe,"6,147","4,455",Alabama,2020
Montgomery,"33,311","64,529",Alabama,2020
Morgan,"39,664","13,234",Alabama,2020
Perry,"1,339","3,860",Alabama,2020
Pickens,"5,594","4,022",Alabama,2020
Pike,"8,042","5,636",Alabama,2020
Randolph,"8,559","2,203",Alabama,2020
Russell,"9,864","11,228",Alabama,2020
St.Clair,"36,166","7,744",Alabama,2020
Shelby,"79,700","33,268",Alabama,2020
Sumter,"1,598","4,648",Alabama,2020
Talladega,"22,235","13,138",Alabama,2020
Tallapoosa,"14,963","5,859",Alabama,2020
Tuscaloosa,"51,117","37,765",Alabama,2020
Walker,"26,002","4,834",Alabama,2020
Washington,"6,564","2,258",Alabama,2020
Wilcox,"1,833","4,048",Alabama,2020
Winston,"10,195",974,Alabama,2020
Apache,"23,293","11,442",Alaska,2020
Cochise,"23,732","35,557",Alaska,2020
Coconino,"44,698","27,052",Alaska,2020
Gila,"8,943","18,377",Alaska,2020
Graham,"4,034","10,749",Alaska,2020
Greenlee,"1,182","2,433",Alaska,2020
LaPaz,"2,236","5,129",Alaska,2020
Maricopa,"1,040,774","995,665",Alaska,2020
Mohave,"24,831","78,535",Alaska,2020
Navajo,"23,383","27,657",Alaska,2020
Pima,"304,981","207,758",Alaska,2020
Pinal,"75,106","107,077",Alaska,2020
SantaCruz,"13,138","6,194",Alaska,2020
Yavapai,"49,602","91,527",Alaska,2020
Yuma,"32,210","36,534",Alaska,2020
Arkansas,"4,304","1,818",Arkansas,2020
Ashley,"5,548","2,125",Arkansas,2020
Baxter,"15,836","4,635",Arkansas,2020
Benton,"73,965","42,249",Arkansas,2020
Boone,"13,652","3,064",Arkansas,2020
Bradley,"2,335","1,214",Arkansas,2020
Calhoun,"1,636",479,Arkansas,2020
Carroll,"7,424","4,023",Arkansas,2020
Chicot,"1,752","2,260",Arkansas,2020
Clark,"4,616","3,438",Arkansas,2020
Clay,"4,086",962,Arkansas,2020
Cleburne,"10,328","1,988",Arkansas,2020
Cleveland,"2,867",651,Arkansas,2020
Columbia,"5,500","2,814",Arkansas,2020
Conway,"5,694","2,615",Arkansas,2020
Craighead,"25,558","11,921",Arkansas,2020
Crawford,"18,607","4,959",Arkansas,2020
Crittenden,"7,333","8,514",Arkansas,2020
Cross,"4,946","1,772",Arkansas,2020
Dallas,"1,573",963,Arkansas,2020
Desha,"1,921","2,016",Arkansas,2020
Drew,"4,349","2,426",Arkansas,2020
Faulkner,"34,421","18,347",Arkansas,2020
Franklin,"5,677","1,300",Arkansas,2020
Fulton,"3,961","1,035",Arkansas,2020
Garland,"29,069","14,045",Arkansas,2020
Grant,"6,794","1,268",Arkansas,2020
Greene,"12,670","3,058",Arkansas,2020
Hempstead,"4,470","2,138",Arkansas,2020
HotSpring,"9,202","3,082",Arkansas,2020
Howard,"3,367","1,340",Arkansas,2020
Independence,"11,250","2,806",Arkansas,2020
Izard,"4,631","1,021",Arkansas,2020
Jackson,"3,593","1,365",Arkansas,2020
Jefferson,"9,521","14,981",Arkansas,2020
Johnson,"6,938","2,283",Arkansas,2020
Lafayette,"1,757",839,Arkansas,2020
Lawrence,"4,569","1,080",Arkansas,2020
Lee,"1,286","1,423",Arkansas,2020
Lincoln,"2,729","1,032",Arkansas,2020
LittleRiver,"3,715","1,226",Arkansas,2020
Logan,"6,441","1,544",Arkansas,2020
Lonoke,"22,884","6,686",Arkansas,2020
Madison,"5,658","1,563",Arkansas,2020
Marion,"5,783","1,531",Arkansas,2020
Miller,"11,920","4,245",Arkansas,2020
Mississippi,"7,296","4,558",Arkansas,2020
Monroe,"1,545","1,147",Arkansas,2020
Montgomery,"3,046",731,Arkansas,2020
Nevada,"2,133","1,076",Arkansas,2020
Newton,"3,192",709,Arkansas,2020
Ouachita,"5,294","3,995",Arkansas,2020
Perry,"3,479","1,012",Arkansas,2020
Phillips,"2,417","3,623",Arkansas,2020
Pike,"3,519",644,Arkansas,2020
Poinsett,"5,918","1,424",Arkansas,2020
Polk,"7,035","1,246",Arkansas,2020
Pope,"18,081","5,772",Arkansas,2020
Prairie,"2,786",654,Arkansas,2020
Pulaski,"63,687","101,947",Arkansas,2020
Randolph,"5,355","1,215",Arkansas,2020
St.Francis,"3,242","3,604",Arkansas,2020
Saline,"39,556","16,060",Arkansas,2020
Scott,"2,962",483,Arkansas,2020
Searcy,"3,365",588,Arkansas,2020
Sebastian,"31,198","14,487",Arkansas,2020
Sevier,"3,884","1,116",Arkansas,2020
Sharp,"5,938","1,398",Arkansas,2020
Stone,"4,616","1,180",Arkansas,2020
Union,"10,478","5,584",Arkansas,2020
VanBuren,"6,034","1,593",Arkansas,2020
Washington,"47,504","43,824",Arkansas,2020
White,"24,182","5,978",Arkansas,2020
Woodruff,"1,543",856,Arkansas,2020
Yell,"5,226","1,284",Arkansas,2020
Alameda,"617,486","136,238",California,2020
Alpine,473,238,California,2020
Amador,"8,153","13,585",California,2020
Butte,"50,416","48,723",California,2020
Calaveras,"9,845","16,287",California,2020
Colusa,"3,234","4,554",California,2020
ContraCosta,"416,316","152,847",California,2020
DelNorte,"4,659","6,444",California,2020
ElDorado,"51,621","61,838",California,2020
Fresno,"192,118","163,880",California,2020
Glenn,"3,939","7,000",California,2020
Humboldt,"43,633","21,069",California,2020
Imperial,"33,964","20,276",California,2020
Inyo,"4,623","4,611",California,2020
Kern,"131,957","163,199",California,2020
Kings,"18,627","24,020",California,2020
Lake,"6,874","3,955",California,2020
Lassen,"2,775","8,814",California,2020
LosAngeles,"3,024,321","1,143,687",California,2020
Madera,"23,168","29,378",California,2020
Marin,"128,262","24,610",California,2020
Mariposa,"4,088","5,950",California,2020
Mendocino,"28,782","13,267",California,2020
Merced,"48,991","39,397",California,2020
Modoc,"1,150","3,109",California,2020
Mono,"4,013","2,513",California,2020
Monterey,"113,953","46,299",California,2020
Napa,"49,817","20,676",California,2020
Nevada,"36,359","26,779",California,2020
Orange,"814,009","676,498",California,2020
Placer,"104,134","119,013",California,2020
Plumas,"4,561","6,445",California,2020
Riverside,"527,475","448,281",California,2020
Sacramento,"440,790","259,394",California,2020
SanBenito,"17,604","10,582",California,2020
SanBernardino,"454,495","365,400",California,2020
SanDiego,"964,269","599,751",California,2020
SanFrancisco,"377,772","56,329",California,2020
SanJoaquin,"154,722","115,720",California,2020
SanLuisObispo,"88,310","67,436",California,2020
SanMateo,"291,372","75,547",California,2020
SantaBarbara,"129,963","65,736",California,2020
SantaClara,"617,824","214,538",California,2020
SantaCruz,"113,874","26,821",California,2020
Shasta,"29,874","60,372",California,2020
Sierra,730,"1,142",California,2020
Siskiyou,"9,591","13,288",California,2020
Solano,"131,639","69,306",California,2020
Sonoma,"199,938","61,825",California,2020
Stanislaus,"105,841","104,145",California,2020
Sutter,"17,364","24,372",California,2020
Tehama,"8,901","19,137",California,2020
Trinity,"2,851","3,188",California,2020
Tulare,"66,105","77,579",California,2020
Tuolumne,"11,978","17,689",California,2020
Ventura,"251,298","162,146",California,2020
Yolo,"66,357","26,737",California,2020
Yuba,"10,343","16,210",California,2020
Adams,"134,202","95,657",Colorado,2020
Alamosa,"3,759","3,813",Colorado,2020
Arapahoe,"213,607","127,323",Colorado,2020
Archuleta,"3,738","5,189",Colorado,2020
Baca,317,"1,867",Colorado,2020
Bent,732,"1,503",Colorado,2020
Boulder,"159,089","42,501",Colorado,2020
Chaffee,"7,160","6,222",Colorado,2020
Cheyenne,131,993,Colorado,2020
ClearCreek,"3,604","2,754",Colorado,2020
Conejos,"1,959","2,286",Colorado,2020
Costilla,"1,311",741,Colorado,2020
Crowley,437,"1,271",Colorado,2020
Custer,"1,112","2,474",Colorado,2020
Delta,"5,887","13,081",Colorado,2020
Denver,"313,293","71,618",Colorado,2020
Dolores,341,"1,089",Colorado,2020
Eagle,"18,588","9,892",Colorado,2020
Elbert,"4,490","14,027",Colorado,2020
ElPaso,"161,941","202,828",Colorado,2020
Fremont,"7,369","17,517",Colorado,2020
Garfield,"15,427","14,717",Colorado,2020
Gilpin,"2,223","1,833",Colorado,2020
Grand,"4,710","4,883",Colorado,2020
Gunnison,"6,976","3,599",Colorado,2020
Hinsdale,255,353,Colorado,2020
Huerfano,"2,076","2,203",Colorado,2020
Jackson,175,681,Colorado,2020
Jefferson,"218,396","148,417",Colorado,2020
Kiowa,98,795,Colorado,2020
KitCarson,662,"3,144",Colorado,2020
Lake,"2,303","1,497",Colorado,2020
LaPlata,"20,548","14,233",Colorado,2020
Larimer,"126,120","91,489",Colorado,2020
LasAnimas,"3,497","4,284",Colorado,2020
Lincoln,470,"2,135",Colorado,2020
Logan,"2,218","8,087",Colorado,2020
Mesa,"31,536","56,894",Colorado,2020
Mineral,317,427,Colorado,2020
Moffat,"1,203","5,670",Colorado,2020
Montezuma,"5,836","9,306",Colorado,2020
Montrose,"7,687","16,770",Colorado,2020
Morgan,"3,876","9,593",Colorado,2020
Otero,"3,605","5,756",Colorado,2020
Ouray,"2,365","1,577",Colorado,2020
Phillips,486,"1,958",Colorado,2020
Pitkin,"8,989","2,780",Colorado,2020
Prowers,"1,458","4,008",Colorado,2020
Pueblo,"43,772","42,252",Colorado,2020
RioBlanco,561,"3,061",Colorado,2020
RioGrande,"2,495","3,660",Colorado,2020
Routt,"10,582","5,925",Colorado,2020
Saguache,"1,884","1,413",Colorado,2020
SanJuan,342,202,Colorado,2020
SanMiguel,"3,924","1,136",Colorado,2020
Sedgwick,301,"1,121",Colorado,2020
Summit,"12,631","5,322",Colorado,2020
Teller,"5,278","11,241",Colorado,2020
Washington,369,"2,595",Colorado,2020
Weld,"66,060","96,145",Colorado,2020
Yuma,785,"4,107",Colorado,2020
Douglas,"104,653","121,270",Colorado,2020
Broomfield,"29,077","16,295",Colorado,2020
Park,"4,903","6,991",Colorado,2020
Tolland,"44,006","34,819",Connecticut,2020
NewHaven,"242,629","169,892",Connecticut,2020
Windham,"26,701","29,141",Connecticut,2020
Hartford,"283,368","159,024",Connecticut,2020
Litchfield,"50,164","55,601",Connecticut,2020
Fairfield,"297,505","169,039",Connecticut,2020
NewLondon,"79,459","57,110",Connecticut,2020
Middlesex,"56,848","40,665",Connecticut,2020
Kent,"44,552","41,009",Delaware,2020
NewCastle,"195,034","88,364",Delaware,2020
Sussex,"56,682","71,230",Delaware,2020
Alachua,"50,972","89,704",Florida,2020
Baker,"11,911","2,037",Florida,2020
Bay,"66,097","25,614",Florida,2020
Bradford,"10,334","3,160",Florida,2020
Brevard,"207,883","148,549",Florida,2020
Broward,"333,409","618,752",Florida,2020
Calhoun,"5,274","1,209",Florida,2020
Charlotte,"73,243","42,273",Florida,2020
Citrus,"65,352","27,092",Florida,2020
Clay,"84,480","38,317",Florida,2020
Collier,"128,950","77,621",Florida,2020
Columbia,"23,836","8,914",Florida,2020
Miami-Dade,"532,833","617,864",Florida,2020
DeSoto,"8,313","4,259",Florida,2020
Dixie,"6,759","1,365",Florida,2020
Duval,"233,762","252,556",Florida,2020
Escambia,"96,674","70,929",Florida,2020
Flagler,"43,043","28,161",Florida,2020
Franklin,"4,675","2,120",Florida,2020
Gadsden,"7,465","16,153",Florida,2020
Gilchrist,"7,895","1,700",Florida,2020
Glades,"3,782","1,385",Florida,2020
Gulf,"6,113","1,985",Florida,2020
Hamilton,"3,815","1,963",Florida,2020
Hardee,"6,122","2,298",Florida,2020
Hendry,"7,906","4,929",Florida,2020
Hernando,"70,412","37,519",Florida,2020
Highlands,"34,873","16,938",Florida,2020
Hillsborough,"327,398","376,367",Florida,2020
Holmes,"8,080",924,Florida,2020
IndianRiver,"58,872","37,844",Florida,2020
Jackson,"15,488","6,766",Florida,2020
Jefferson,"4,479","3,897",Florida,2020
Lafayette,"3,128",510,Florida,2020
Lake,"125,859","83,505",Florida,2020
Lee,"233,247","157,695",Florida,2020
Leon,"57,453","103,517",Florida,2020
Levy,"16,749","6,205",Florida,2020
Liberty,"2,846",694,Florida,2020
Madison,"5,576","3,747",Florida,2020
Manatee,"124,987","90,166",Florida,2020
Marion,"127,826","74,858",Florida,2020
Martin,"61,168","36,893",Florida,2020
Monroe,"25,693","21,881",Florida,2020
Nassau,"42,566","15,564",Florida,2020
Okaloosa,"79,798","34,248",Florida,2020
Okeechobee,"11,470","4,390",Florida,2020
Orange,"245,398","395,014",Florida,2020
Osceola,"73,480","97,297",Florida,2020
PalmBeach,"334,711","433,572",Florida,2020
Pasco,"179,621","119,073",Florida,2020
Pinellas,"276,209","277,450",Florida,2020
Polk,"194,586","145,049",Florida,2020
Putnam,"25,514","10,527",Florida,2020
St.Johns,"110,946","63,850",Florida,2020
St.Lucie,"86,831","84,137",Florida,2020
SantaRosa,"77,385","27,612",Florida,2020
Sarasota,"148,370","120,110",Florida,2020
Seminole,"125,241","132,528",Florida,2020
Sumter,"62,761","29,341",Florida,2020
Suwannee,"16,410","4,485",Florida,2020
Taylor,"7,751","2,299",Florida,2020
Union,"5,133","1,053",Florida,2020
Volusia,"173,821","130,575",Florida,2020
Wakulla,"12,874","5,351",Florida,2020
Walton,"32,947","10,338",Florida,2020
Washington,"9,876","2,347",Florida,2020
Hawaii,"58,731","26,897",Hawaii,2020
Honolulu,"238,869","136,259",Hawaii,2020
Kauai,"21,225","11,582",Hawaii,2020
Maui,"47,305","22,126",Hawaii,2020
Appling,"1,779","6,526",Georgia,2020
Atkinson,825,"2,300",Georgia,2020
Bacon,625,"4,018",Georgia,2020
Baker,652,897,Georgia,2020
Baldwin,"9,140","8,903",Georgia,2020
Banks,932,"7,795",Georgia,2020
Barrow,"10,453","26,804",Georgia,2020
Bartow,"12,092","37,674",Georgia,2020
Ben Hill,"2,392","4,110",Georgia,2020
Berrien,"1,269","6,419",Georgia,2020
Bibb,"43,468","26,585",Georgia,2020
Bleckley,"1,311","4,328",Georgia,2020
Brantley,699,"6,991",Georgia,2020
Brooks,"2,790","4,260",Georgia,2020
Bryan,"6,739","14,244",Georgia,2020
Bulloch,"11,243","18,386",Georgia,2020
Burke,"5,209","5,400",Georgia,2020
Butts,"3,274","8,406",Georgia,2020
Calhoun,"1,260",923,Georgia,2020
Camden,"7,967","15,251",Georgia,2020
Candler,"1,269","3,133",Georgia,2020
Carroll,"16,238","37,476",Georgia,2020
Catoosa,"6,932","25,167",Georgia,2020
Charlton,"1,103","3,419",Georgia,2020
Chatham,"78,254","53,237",Georgia,2020
Chattahoochee,667,880,Georgia,2020
Chattooga,"1,854","8,064",Georgia,2020
Cherokee,"42,794","99,587",Georgia,2020
Clarke,"36,048","14,446",Georgia,2020
Clay,790,637,Georgia,2020
Clayton,"95,476","15,813",Georgia,2020
Clinch,747,"2,105",Georgia,2020
Cobb,"221,846","165,459",Georgia,2020
Coffee,"4,511","10,578",Georgia,2020
Colquitt,"4,187","11,777",Georgia,2020
Columbia,"29,236","50,013",Georgia,2020
Cook,"2,059","4,900",Georgia,2020
Coweta,"24,210","51,501",Georgia,2020
Crawford,"1,615","4,428",Georgia,2020
Crisp,"2,986","4,987",Georgia,2020
Dade,"1,261","6,066",Georgia,2020
Dawson,"2,486","13,398",Georgia,2020
Decatur,"4,780","6,758",Georgia,2020
DeKalb,"308,227","58,373",Georgia,2020
Dodge,"2,171","5,843",Georgia,2020
Dooly,"1,911","2,159",Georgia,2020
Dougherty,"24,577","10,454",Georgia,2020
Douglas,"42,809","25,451",Georgia,2020
Early,"2,437","2,722",Georgia,2020
Echols,167,"1,256",Georgia,2020
Effingham,"7,720","23,358",Georgia,2020
Elbert,"2,879","6,226",Georgia,2020
Emanuel,"2,884","6,551",Georgia,2020
Evans,"1,324","2,888",Georgia,2020
Fannin,"2,571","12,169",Georgia,2020
Fayette,"33,065","37,952",Georgia,2020
Floyd,"12,008","29,123",Georgia,2020
Forsyth,"42,203","85,122",Georgia,2020
Franklin,"1,593","9,069",Georgia,2020
Fulton,"381,144","137,240",Georgia,2020
Gilmer,"2,932","13,429",Georgia,2020
Glascock,155,"1,403",Georgia,2020
Glynn,"15,879","25,616",Georgia,2020
Gordon,"4,384","19,405",Georgia,2020
Grady,"3,619","7,034",Georgia,2020
Greene,"4,088","7,068",Georgia,2020
Gwinnett,"241,827","166,413",Georgia,2020
Habersham,"3,563","16,637",Georgia,2020
Hall,"25,031","64,170",Georgia,2020
Hancock,"2,985","1,159",Georgia,2020
Haralson,"1,792","12,331",Georgia,2020
Harris,"5,457","14,319",Georgia,2020
Hart,"3,157","9,464",Georgia,2020
Heard,824,"4,516",Georgia,2020
Henry,"73,276","48,187",Georgia,2020
Houston,"32,232","41,534",Georgia,2020
Irwin,"1,008","3,134",Georgia,2020
Jackson,"7,642","29,497",Georgia,2020
Jasper,"1,761","5,822",Georgia,2020
Jeff Davis,"1,028","4,695",Georgia,2020
Jefferson,"4,061","3,537",Georgia,2020
Jenkins,"1,266","2,161",Georgia,2020
Johnson,"1,222","2,850",Georgia,2020
Jones,"4,888","9,965",Georgia,2020
Lamar,"2,615","6,330",Georgia,2020
Lanier,"1,019","2,509",Georgia,2020
Laurens,"8,073","14,493",Georgia,2020
Lee,"4,558","12,007",Georgia,2020
Liberty,"13,099","7,959",Georgia,2020
Lincoln,"1,435","3,179",Georgia,2020
Long,"2,033","3,528",Georgia,2020
Lowndes,"20,117","25,691",Georgia,2020
Lumpkin,"3,126","12,163",Georgia,2020
Macon,"2,857","1,783",Georgia,2020
Madison,"3,411","11,326",Georgia,2020
Marion,"1,311","2,275",Georgia,2020
McDuffie,"4,168","6,169",Georgia,2020
McIntosh,"2,612","4,016",Georgia,2020
Meriwether,"4,287","6,524",Georgia,2020
Miller,749,"2,066",Georgia,2020
Mitchell,"3,995","4,935",Georgia,2020
Monroe,"4,384","11,060",Georgia,2020
Montgomery,979,"2,960",Georgia,2020
Morgan,"3,355","8,230",Georgia,2020
Murray,"2,302","12,943",Georgia,2020
Muscogee,"49,529","30,049",Georgia,2020
Newton,"29,794","23,869",Georgia,2020
Oconee,"8,162","16,595",Georgia,2020
Oglethorpe,"2,436","5,593",Georgia,2020
Paulding,"29,704","54,525",Georgia,2020
Peach,"5,920","6,502",Georgia,2020
Pickens,"2,808","14,075",Georgia,2020
Pierce,"1,100","7,899",Georgia,2020
Pike,"1,505","9,127",Georgia,2020
Polk,"3,658","13,589",Georgia,2020
Pulaski,"1,217","2,805",Georgia,2020
Putnam,"3,448","8,291",Georgia,2020
Quitman,497,604,Georgia,2020
Rabun,"1,984","7,474",Georgia,2020
Randolph,"1,671","1,391",Georgia,2020
Richmond,"59,124","26,781",Georgia,2020
Rockdale,"31,244","13,012",Georgia,2020
Schley,462,"1,800",Georgia,2020
Screven,"2,661","3,916",Georgia,2020
Seminole,"1,254","2,611",Georgia,2020
Spalding,"11,784","18,057",Georgia,2020
Stephens,"2,385","9,368",Georgia,2020
Stewart,"1,182",801,Georgia,2020
Sumter,"6,318","5,732",Georgia,2020
Talbot,"2,114","1,392",Georgia,2020
Taliaferro,561,360,Georgia,2020
Tattnall,"2,061","6,053",Georgia,2020
Taylor,"1,387","2,418",Georgia,2020
Telfair,"1,487","2,825",Georgia,2020
Terrell,"2,376","2,004",Georgia,2020
Thomas,"8,708","12,954",Georgia,2020
Tift,"5,322","10,784",Georgia,2020
Toombs,"2,939","7,872",Georgia,2020
Towns,"1,550","6,384",Georgia,2020
Treutlen,952,"2,101",Georgia,2020
Troup,"11,578","18,143",Georgia,2020
Turner,"1,410","2,349",Georgia,2020
Twiggs,"2,044","2,370",Georgia,2020
Union,"2,801","12,651",Georgia,2020
Upson,"4,201","8,608",Georgia,2020
Walker,"5,769","23,174",Georgia,2020
Walton,"12,682","37,842",Georgia,2020
Ware,"4,211","9,865",Georgia,2020
Warren,"1,469","1,166",Georgia,2020
Washington,"4,730","4,663",Georgia,2020
Wayne,"2,687","9,987",Georgia,2020
Webster,639,748,Georgia,2020
Wheeler,689,"1,583",Georgia,2020
White,"2,411","12,222",Georgia,2020
Whitfield,"10,670","25,636",Georgia,2020
Wilcox,862,"2,403",Georgia,2020
Wilkes,"2,160","2,823",Georgia,2020
Wilkinson,"2,075","2,664",Georgia,2020
Worth,"2,395","6,830",Georgia,2020
Ada,"130,699","120,539",Idaho,2020
Adams,"1,941",591,Idaho,2020
Bannock,"23,331","14,682",Idaho,2020
BearLake,"2,914",350,Idaho,2020
Benewah,"3,878",977,Idaho,2020
Bingham,"15,295","4,124",Idaho,2020
Blaine,"4,031","8,919",Idaho,2020
Boise,"3,495","1,214",Idaho,2020
Bonner,"18,369","8,310",Idaho,2020
Bonneville,"37,805","14,254",Idaho,2020
Boundary,"4,937","1,220",Idaho,2020
Butte,"1,202",188,Idaho,2020
Camas,507,149,Idaho,2020
Canyon,"61,759","25,881",Idaho,2020
Caribou,"2,906",431,Idaho,2020
Cassia,"7,907","1,464",Idaho,2020
Clark,264,41,Idaho,2020
Clearwater,"3,453",877,Idaho,2020
Custer,"2,089",603,Idaho,2020
Elmore,"7,246","2,601",Idaho,2020
Franklin,"5,845",657,Idaho,2020
Fremont,"5,548",998,Idaho,2020
Gem,"7,951","1,803",Idaho,2020
Gooding,"4,659","1,256",Idaho,2020
Idaho,"7,826","1,561",Idaho,2020
Jefferson,"12,099","1,661",Idaho,2020
Jerome,"5,734","1,893",Idaho,2020
Kootenai,"62,837","24,312",Idaho,2020
Latah,"9,472","10,236",Idaho,2020
Lemhi,"3,592","1,032",Idaho,2020
Lewis,"1,489",349,Idaho,2020
Lincoln,"1,469",414,Idaho,2020
Madison,"13,559","2,666",Idaho,2020
Minidoka,"6,265","1,550",Idaho,2020
NezPerce,"13,738","6,686",Idaho,2020
Oneida,"2,148",249,Idaho,2020
Owyhee,"3,819",816,Idaho,2020
Payette,"8,862","2,161",Idaho,2020
Power,"2,116",865,Idaho,2020
Shoshone,"4,216","1,693",Idaho,2020
Teton,"2,858","3,318",Idaho,2020
TwinFalls,"25,897","9,391",Idaho,2020
Valley,"3,947","2,976",Idaho,2020
Washington,"4,154","1,073",Idaho,2020
Adams,"8,569","24,131",Illinois,2020
Alexander,"1,114","1,486",Illinois,2020
Bond,"2,275","5,612",Illinois,2020
Boone,"10,372","13,762",Illinois,2020
Brown,485,"1,930",Illinois,2020
Bureau,"6,545","10,296",Illinois,2020
Calhoun,674,"2,043",Illinois,2020
Carroll,"2,737","5,098",Illinois,2020
Cass,"1,615","3,624",Illinois,2020
Champaign,"56,596","35,122",Illinois,2020
Christian,"4,286","11,505",Illinois,2020
Clark,"1,990","6,215",Illinois,2020
Clay,"1,129","5,626",Illinois,2020
Clinton,"4,459","14,264",Illinois,2020
Coles,"7,997","13,981",Illinois,2020
Cook,"1,725,973","558,269",Illinois,2020
Crawford,"2,198","7,025",Illinois,2020
Cumberland,"1,141","4,595",Illinois,2020
DeKalb,"24,643","21,905",Illinois,2020
DeWitt,"2,171","5,623",Illinois,2020
Douglas,"2,327","6,221",Illinois,2020
DuPage,"281,222","193,611",Illinois,2020
Edgar,"1,869","6,169",Illinois,2020
Edwards,488,"2,833",Illinois,2020
Effingham,"3,700","14,983",Illinois,2020
Fayette,"1,815","8,025",Illinois,2020
Ford,"1,691","4,956",Illinois,2020
Franklin,"4,690","13,514",Illinois,2020
Fulton,"6,371","9,798",Illinois,2020
Gallatin,621,"2,019",Illinois,2020
Greene,"1,349","4,767",Illinois,2020
Grundy,"9,445","16,372",Illinois,2020
Hamilton,821,"3,429",Illinois,2020
Hancock,"1,114","5,309",Illinois,2020
Hardin,449,"1,691",Illinois,2020
Henderson,"1,186","2,391",Illinois,2020
Henry,"9,762","15,266",Illinois,2020
Iroquois,"2,895","10,858",Illinois,2020
Jackson,"11,104","10,835",Illinois,2020
Jasper,"1,006","4,492",Illinois,2020
Jefferson,"4,597","12,461",Illinois,2020
Jersey,"2,956","8,699",Illinois,2020
JoDaviess,"5,097","7,161",Illinois,2020
Johnson,"1,280","5,052",Illinois,2020
Kane,"130,166","96,775",Illinois,2020
Kankakee,"20,112","28,410",Illinois,2020
Kendall,"33,168","29,492",Illinois,2020
Knox,"10,703","12,009",Illinois,2020
Lake,"204,032","123,594",Illinois,2020
LaSalle,"21,491","29,482",Illinois,2020
Lawrence,"1,414","4,849",Illinois,2020
Lee,"6,368","9,584",Illinois,2020
Livingston,"4,568","12,134",Illinois,2020
Logan,"3,769","9,042",Illinois,2020
McDonough,"4,973","7,009",Illinois,2020
McHenry,"78,153","82,257",Illinois,2020
McLean,"43,933","40,502",Illinois,2020
Macon,"19,633","28,373",Illinois,2020
Macoupin,"7,313","16,058",Illinois,2020
Madison,"57,836","76,031",Illinois,2020
Marion,"4,396","12,540",Illinois,2020
Marshall,"2,004","4,196",Illinois,2020
Mason,"1,984","4,645",Illinois,2020
Massac,"1,719","4,989",Illinois,2020
Menard,"2,022","4,764",Illinois,2020
Mercer,"3,212","5,328",Illinois,2020
Monroe,"6,489","14,046",Illinois,2020
Montgomery,"3,889","9,504",Illinois,2020
Morgan,"5,020","9,903",Illinois,2020
Moultrie,"1,645","4,938",Illinois,2020
Ogle,"9,300","16,092",Illinois,2020
Peoria,"42,600","37,612",Illinois,2020
Perry,"2,609","7,305",Illinois,2020
Piatt,"3,302","6,219",Illinois,2020
Pike,"1,458","6,235",Illinois,2020
Pope,432,"1,720",Illinois,2020
Pulaski,891,"1,699",Illinois,2020
Putnam,"1,309","1,978",Illinois,2020
Randolph,"3,590","11,065",Illinois,2020
Richland,"1,830","6,089",Illinois,2020
RockIsland,"36,647","28,585",Illinois,2020
St.Clair,"66,753","56,000",Illinois,2020
Saline,"2,786","8,096",Illinois,2020
Sangamon,"48,917","53,485",Illinois,2020
Schuyler,"1,064","2,767",Illinois,2020
Scott,569,"2,104",Illinois,2020
